,Marcap,Pct,Cate
2024-01-30,52700000000,0.19011406844107182,다각화된소비자서비스
2024-01-31,52500000000,-0.3795066413662229,다각화된소비자서비스
2024-02-01,54300000000,3.4285714285714253,다각화된소비자서비스
2024-02-02,54300000000,0.0,다각화된소비자서비스
2024-02-05,54300000000,0.0,다각화된소비자서비스
2024-02-06,54100000000,-0.36832412523020164,다각화된소비자서비스
2024-02-07,53500000000,-1.1090573012939031,다각화된소비자서비스
2024-02-08,53900000000,0.7476635514018781,다각화된소비자서비스
2024-01-02,9167580012565,,다각화된통신서비스
2024-01-03,9030833004605,-1.491636918058814,다각화된통신서비스
2024-01-04,9017659277615,-0.14587499274189009,다각화된통신서비스
2024-01-05,9002898722980,-0.16368498942559428,다각화된통신서비스
2024-01-08,9055381669115,0.5829560872548489,다각화된통신서비스
2024-01-09,9074425296100,0.21030175955976116,다각화된통신서비스
2024-01-10,9130876155505,0.6220874332312887,다각화된통신서비스
2024-01-11,9084559068950,-0.5072578552834162,다각화된통신서비스
2024-01-12,9088077654170,0.03873149146034205,다각화된통신서비스
2024-01-15,9087927527515,-0.001651907704935951,다각화된통신서비스
2024-01-16,8975658408225,-1.2353654774434508,다각화된통신서비스
2024-01-17,8999050734505,0.26061961380530185,다각화된통신서비스
2024-01-18,9139052379900,1.555737927537093,다각화된통신서비스
2024-01-19,9138740625650,-0.0034112316796175435,다각화된통신서비스
2024-01-22,9108561832965,-0.3302292287440167,다각화된통신서비스
2024-01-23,9103754593100,-0.05277715574814046,다각화된통신서비스
2024-01-24,9106378312900,0.028820194713818914,다각화된통신서비스
2024-01-25,9239574620765,1.4626704853269112,다각화된통신서비스
2024-01-26,9341218705225,1.100094848864197,다각화된통신서비스
2024-01-29,9332991472100,-0.08807451559182944,다각화된통신서비스
2024-01-30,9430522940350,1.0450182938831487,다각화된통신서비스
2024-01-31,9509707478075,0.8396622141302101,다각화된통신서비스
2024-02-01,9909445935600,4.203477956042412,다각화된통신서비스
2024-02-02,10348166664650,4.427298275818647,다각화된통신서비스
2024-02-05,10219724439000,-1.2412075473114181,다각화된통신서비스
2024-02-06,10175357641925,-0.43412909359561436,다각화된통신서비스
2024-02-07,10247200990825,0.7060523219742931,다각화된통신서비스
2024-02-08,10113012131500,-1.3095171983563914,다각화된통신서비스
2024-01-02,11950348982100,,담배
2024-01-03,12030642480300,0.6718924972004547,담배
2024-01-04,12097553728800,0.5561735261401468,담배
2024-01-05,11883437733600,-1.7699115044247815,담배
2024-01-08,12084171479100,1.6891891891891886,담배
2024-01-09,12124318228200,0.33222591362125353,담배
2024-01-10,12164464977300,0.3311258278145601,담배
2024-01-11,12044024730000,-0.990099009900991,담배
2024-01-12,11696086237800,-2.8888888888888853,담배
2024-01-15,11709468487500,0.11441647597254523,담배
2024-01-16,11455205743200,-2.1714285714285686,담배
2024-01-17,11308000996500,-1.2850467289719614,담배
2024-01-18,11227707498300,-0.7100591715976323,담배
2024-01-19,11388294494700,1.4302741358760418,담배
2024-01-22,11468587992900,0.7050528789659172,담배
2024-01-23,11589028240200,1.0501750291715295,담배
2024-01-24,11495352492300,-0.8083140877598205,담배
2024-01-25,11762997486300,2.328288707799775,담배
2024-01-26,11762997486300,0.0,담배
2024-01-29,11910202233000,1.2514220705347023,담배
2024-01-30,11910202233000,0.0,담배
2024-01-31,12124318228200,1.7977528089887729,담배
2024-02-01,12391963222200,2.207505518763786,담배
2024-02-02,12432109971300,0.3239740820734305,담배
2024-02-05,12164464977300,-2.152852529601723,담배
2024-02-06,12044024730000,-0.990099009900991,담배
2024-02-07,12070789229400,0.22222222222221255,담배
2024-02-08,12177847227000,0.8869179600886845,담배
2024-01-02,2084550607750,,도로와철도운송
2024-01-03,2081459046640,-0.1483082779811684,도로와철도운송
2024-01-04,2055417979880,-1.251096763207371,도로와철도운송
2024-01-05,2060019621740,0.22387864196209417,도로와철도운송
2024-01-08,2071851781280,0.5743712057463712,도로와철도운송
2024-01-09,2060830404550,-0.5319577794889785,도로와철도운송
2024-01-10,2051056967450,-0.4742475207286212,도로와철도운송
2024-01-11,2048350555785,-0.13195204755159784,도로와철도운송
2024-01-12,2040285171830,-0.39375017778190413,도로와철도운송
2024-01-15,2019575159030,-1.0150548112558444,도로와철도운송
2024-01-16,2016444109740,-0.1550350466532735,도로와철도운송
2024-01-17,2020130277445,0.18280534963477368,도로와철도운송
2024-01-18,2004697334070,-0.76395782724068,도로와철도운송
2024-01-19,2014641819265,0.4960591819020532,도로와철도운송
2024-01-22,2015524881120,0.04383220116626063,도로와철도운송
2024-01-23,2026546576880,0.5468399751967112,도로와철도운송
2024-01-24,2036004654560,0.4667091192427142,도로와철도운송
2024-01-25,2060270400480,1.1918315542969182,도로와철도운송
2024-01-26,2059380605480,-0.04318826304511303,도로와철도운송
2024-01-29,2057813828830,-0.07607999443283164,도로와철도운송
2024-01-30,2064595016570,0.32953358778113895,도로와철도운송
2024-01-31,2077215497080,0.6112811669460871,도로와철도운송
2024-02-01,2092676445900,0.7443112590741707,도로와철도운송
2024-02-02,2098064794125,0.2574859690114506,도로와철도운송
2024-02-05,2101721643080,0.17429628318628154,도로와철도운송
2024-02-06,2097979633115,-0.17804498408819924,도로와철도운송
2024-02-07,2106436223435,0.4030825746122124,도로와철도운송
2024-02-08,2118716287405,0.5829781995476013,도로와철도운송
2024-01-02,13926200587710,,디스플레이장비및부품
2024-01-03,13812784028577,-0.8144113566272426,디스플레이장비및부품
2024-01-04,13997038617681,1.3339424458009175,디스플레이장비및부품
2024-01-05,14079064258373,0.5860213930422686,디스플레이장비및부품
2024-01-08,14102076726392,0.16345168682154743,디스플레이장비및부품
2024-01-09,14006192344392,-0.6799309340060011,디스플레이장비및부품
2024-01-10,13712837252405,-2.094467109788467,디스플레이장비및부품
2024-01-11,13700443336505,-0.09038184929837101,디스플레이장비및부품
2024-01-12,13469460719655,-1.6859499446601367,디스플레이장비및부품
2024-01-15,13419980358365,-0.36735220748516095,디스플레이장비및부품
2024-01-16,13357407714497,-0.46626479470960325,디스플레이장비및부품
2024-01-17,13011850536403,-2.587007789834561,디스플레이장비및부품
2024-01-18,13207196990960,1.5012964836206955,디스플레이장비및부품
2024-01-19,13360743409487,1.1625965648282444,디스플레이장비및부품
2024-01-22,13482471240642,0.9110857638996661,디스플레이장비및부품
2024-01-23,13385323509625,-0.7205484015731067,디스플레이장비및부품
2024-01-24,13184415993911,-1.5009537540839668,디스플레이장비및부품
2024-01-25,12906492465844,-2.107969956313227,디스플레이장비및부품
2024-01-26,13091142105692,1.4306725110378338,디스플레이장비및부품
2024-01-29,12630358810918,-3.5198097389352534,디스플레이장비및부품
2024-01-30,12507230683664,-0.9748585063756421,디스플레이장비및부품
2024-01-31,12259818923599,-1.9781498104784356,디스플레이장비및부품
2024-02-01,12117958637778,-1.157115669530262,디스플레이장비및부품
2024-02-02,12329809416375,1.7482381721996454,디스플레이장비및부품
2024-02-05,12179387899649,-1.219982496454708,디스플레이장비및부품
2024-02-06,12221135235954,0.34277039740397974,디스플레이장비및부품
2024-02-07,12131344782695,-0.7347145050391135,디스플레이장비및부품
2024-02-08,12322354695487,1.574515572786872,디스플레이장비및부품
2024-01-02,4854626349661,,디스플레이패널
2024-01-03,4830742938487,-0.49197218186869396,디스플레이패널
2024-01-04,4752657671957,-1.6164235506693436,디스플레이패널
2024-01-05,4832295199430,1.675641987490506,디스플레이패널
2024-01-08,5112592350072,5.800497260081761,디스플레이패널
2024-01-09,5032720130361,-1.5622645859859174,디스플레이패널
2024-01-10,4855159695813,-3.528120577912275,디스플레이패널
2024-01-11,4930424427323,1.5502009454994248,디스플레이패널
2024-01-12,4811608198255,-2.4098580318877683,디스플레이패널
2024-01-15,4772844392251,-0.8056309742355605,디스플레이패널
2024-01-16,4679955640908,-1.9461927460658557,디스플레이패널
2024-01-17,4637909141190,-0.8984379969431133,디스플레이패널
2024-01-18,4780113734826,3.066135823426519,디스플레이패널
2024-01-19,4731307008458,-1.0210369266407504,디스플레이패널
2024-01-22,4831683200310,2.1215319925881104,디스플레이패널
2024-01-23,5017221193570,3.8400281137657366,디스플레이패널
2024-01-24,4960372041443,-1.1330804430121022,디스플레이패널
2024-01-25,4820094295990,-2.8279682306287746,디스플레이패널
2024-01-26,4831196588959,0.2303335222764602,디스플레이패널
2024-01-29,4763786687189,-1.3953044660624192,디스플레이패널
2024-01-30,4656493490930,-2.252267015807785,디스플레이패널
2024-01-31,4583534662735,-1.5668190739901333,디스플레이패널
2024-02-01,4652148649300,1.496966677766065,디스플레이패널
2024-02-02,4673413117702,0.4570891862021531,디스플레이패널
2024-02-05,4601440276368,-1.540048772092939,디스플레이패널
2024-02-06,4521042652300,-1.7472273731532484,디스플레이패널
2024-02-07,4533705636291,0.28008990325623095,디스플레이패널
2024-02-08,4619688044664,1.8965150204004466,디스플레이패널
2024-01-02,1019058330712,,레저용장비와제품
2024-01-03,1010063467810,-0.8826641842685667,레저용장비와제품
2024-01-04,1003710578223,-0.6289594455657577,레저용장비와제품
2024-01-05,1015015008078,1.1262638952170612,레저용장비와제품
2024-01-08,1014398940333,-0.060695432096768975,레저용장비와제품
2024-01-09,1015891331144,0.1471206989342999,레저용장비와제품
2024-01-10,1018956723670,0.30174413660446486,레저용장비와제품
2024-01-11,1026694462977,0.759378600411087,레저용장비와제품
2024-01-12,1017150631525,-0.9295688051464412,레저용장비와제품
2024-01-15,1021331623518,0.4110494417853827,레저용장비와제품
2024-01-16,1016842774072,-0.43950949355098246,레저용장비와제품
2024-01-17,995527416099,-2.096229477802314,레저용장비와제품
2024-01-18,997539984327,0.20216100485572763,레저용장비와제품
2024-01-19,997009434670,-0.0531858036104671,레저용장비와제품
2024-01-22,980983465803,-1.6074039331738565,레저용장비와제품
2024-01-23,1003930635391,2.3392004440376812,레저용장비와제품
2024-01-24,999515060823,-0.4398286507394267,레저용장비와제품
2024-01-25,996042795968,-0.3473949509215979,레저용장비와제품
2024-01-26,1009216693459,1.3226236407038128,레저용장비와제품
2024-01-29,1006590956719,-0.2601757141967753,레저용장비와제품
2024-01-30,1002211863834,-0.4350419458638566,레저용장비와제품
2024-01-31,992978259025,-0.9213226406716513,레저용장비와제품
2024-02-01,1004124074648,1.1224632082019514,레저용장비와제품
2024-02-02,1011459403219,0.7305201375209958,레저용장비와제품
2024-02-05,1006399356810,-0.5002718243457216,레저용장비와제품
2024-02-06,983774442952,-2.248104960014541,레저용장비와제품
2024-02-07,990631342104,0.6969991140880483,레저용장비와제품
2024-02-08,1007364266345,1.6891171851539655,레저용장비와제품
2024-01-02,15469108384170,,무선통신서비스
2024-01-03,15320502623330,-0.9606614495769716,무선통신서비스
2024-01-04,15330693550510,0.06651823005128232,무선통신서비스
2024-01-05,15287772568060,-0.27996764992130885,무선통신서비스
2024-01-08,15190513433260,-0.6361890482541543,무선통신서비스
2024-01-09,15280467674490,0.5921738039021296,무선통신서비스
2024-01-10,15217291461270,-0.4134442385259507,무선통신서비스
2024-01-11,15231002991210,0.09010493079466553,무선통신서비스
2024-01-12,15271450016380,0.2655572006212692,무선통신서비스
2024-01-15,15282751480010,0.07400386746430065,무선통신서비스
2024-01-16,15189541071520,-0.609905936191657,무선통신서비스
2024-01-17,15212978365010,0.15429889145199827,무선통신서비스
2024-01-18,15186781683350,-0.17219955903081674,무선통신서비스
2024-01-19,15176030086110,-0.0707957582071983,무선통신서비스
2024-01-22,15196666140550,0.13597794892938886,무선통신서비스
2024-01-23,15133045894590,-0.4186460725766672,무선통신서비스
2024-01-24,15172922263430,0.2635052395780768,무선통신서비스
2024-01-25,15272528482770,0.656473536281621,무선통신서비스
2024-01-26,15373181574890,0.6590466813242823,무선통신서비스
2024-01-29,15357440234060,-0.10239481497903435,무선통신서비스
2024-01-30,15488106027760,0.8508305531947036,무선통신서비스
2024-01-31,15560321051830,0.4662611680251061,무선통신서비스
2024-02-01,15777886010430,1.3982035324034303,무선통신서비스
2024-02-02,15673099852040,-0.664133067767958,무선통신서비스
2024-02-05,15681356225610,0.05267862546620705,무선통신서비스
2024-02-06,15657675443910,-0.1510123318372525,무선통신서비스
2024-02-07,15853568187160,1.251097226735487,무선통신서비스
2024-02-08,15696705825450,-0.9894451511366698,무선통신서비스
2024-01-02,12450228917340,,무역회사와판매업체
2024-01-03,12260737857080,-1.5219885635683994,무역회사와판매업체
2024-01-04,12129425088770,-1.0710021683904891,무역회사와판매업체
2024-01-05,12197740725680,0.5632223820175142,무역회사와판매업체
2024-01-08,11901740894170,-2.426677514851827,무역회사와판매업체
2024-01-09,11701229429120,-1.6847238301769707,무역회사와판매업체
2024-01-10,11436264167240,-2.2644224137730373,무역회사와판매업체
2024-01-11,11428467402490,-0.06817580143290147,무역회사와판매업체
2024-01-12,11484813255990,0.493030705829578,무역회사와판매업체
2024-01-15,11215059151170,-2.3487896477490167,무역회사와판매업체
2024-01-16,11029331099230,-1.656059494974882,무역회사와판매업체
2024-01-17,10807884734870,-2.007795054547412,무역회사와판매업체
2024-01-18,10813687388050,0.05368907350833396,무역회사와판매업체
2024-01-19,10730023085690,-0.7736889310528405,무역회사와판매업체
2024-01-22,10447304481570,-2.6348368671922584,무역회사와판매업체
2024-01-23,10385785025830,-0.5888548175132291,무역회사와판매업체
2024-01-24,10618187001260,2.237692912495337,무역회사와판매업체
2024-01-25,10454037520500,-1.5459275744580614,무역회사와판매업체
2024-01-26,10936278736340,4.612966185498579,무역회사와판매업체
2024-01-29,11033363228230,0.8877287625030927,무역회사와판매업체
2024-01-30,10978112728610,-0.5007584584783342,무역회사와판매업체
2024-01-31,11175490428480,1.7979201411879808,무역회사와판매업체
2024-02-01,11379328999750,1.8239787557826626,무역회사와판매업체
2024-02-02,11452951080620,0.6469808621546891,무역회사와판매업체
2024-02-05,11346353393400,-0.9307442812741762,무역회사와판매업체
2024-02-06,11193164020650,-1.3501198793888114,무역회사와판매업체
2024-02-07,11525129904100,2.9657912886612126,무역회사와판매업체
2024-02-08,11717861416490,1.672271930934488,무역회사와판매업체
2024-01-02,58865111305,,문구류
2024-01-03,59809976655,1.605136436597121,문구류
2024-01-04,59998949725,0.3159557661927437,문구류
2024-01-05,59526517050,-0.7874015748031482,문구류
2024-01-08,59904463190,0.6349206349206327,문구류
2024-01-09,60093436260,0.3154574132492094,문구류
2024-01-10,59904463190,-0.3144654088050314,문구류
2024-01-11,60471382400,0.9463722397476282,문구류
2024-01-12,58770624770,-2.8124999999999956,문구류
2024-01-15,58865111305,0.1607717041800738,문구류
2024-01-16,57920245955,-1.60513643659711,문구류
2024-01-17,56502947930,-2.44698205546493,문구류
2024-01-18,57447813280,1.6722408026755842,문구류
2024-01-19,57731272885,0.49342105263157077,문구류
2024-01-22,56975380605,-1.3093289689034338,문구류
2024-01-23,58109219025,1.990049751243772,문구류
2024-01-24,57258840210,-1.4634146341463428,문구류
2024-01-25,56597434465,-1.1551155115511524,문구류
2024-01-26,57069867140,0.8347245409014992,문구류
2024-01-29,56786407535,-0.4966887417218513,문구류
2024-01-30,57447813280,1.1647254575707144,문구류
2024-01-31,57353326745,-0.164473684210531,문구류
2024-02-01,57353326745,0.0,문구류
2024-02-02,58014732490,1.1532125205930832,문구류
2024-02-05,57353326745,-1.140065146579805,문구류
2024-02-06,57069867140,-0.49423393739703725,문구류
2024-02-07,57164353675,0.16556291390728006,문구류
2024-02-08,57069867140,-0.16528925619834212,문구류
2024-01-02,710002208912316,,반도체와반도체장비
2024-01-03,687743609892723,-3.1350041929717243,반도체와반도체장비
2024-01-04,684944638471888,-0.40697890617574783,반도체와반도체장비
2024-01-05,685451093159161,0.07394096673314365,반도체와반도체장비
2024-01-08,683807186302450,-0.23982846816020809,반도체와반도체장비
2024-01-09,673889380417926,-1.4503804702832301,반도체와반도체장비
2024-01-10,662397907264393,-1.705246215099332,반도체와반도체장비
2024-01-11,661846113305841,-0.08330249122174838,반도체와반도체장비
2024-01-12,658861875470547,-0.45089602783766614,반도체와반도체장비
2024-01-15,663482697843188,0.7013340040871174,반도체와반도체장비
2024-01-16,651911474018946,-1.7440128976772273,반도체와반도체장비
2024-01-17,639998392651240,-1.8274078371812497,반도체와반도체장비
2024-01-18,649689670077110,1.5142659008444026,반도체와반도체장비
2024-01-19,676074024866577,4.061070385548149,반도체와반도체장비
2024-01-22,682201992360927,0.9064048120410062,반도체와반도체장비
2024-01-23,681749237416467,-0.06636669923714145,반도체와반도체장비
2024-01-24,675617933140031,-0.8993489013161216,반도체와반도체장비
2024-01-25,672348357982345,-0.4839384802132418,반도체와반도체장비
2024-01-26,665493319457597,-1.0195664856413655,반도체와반도체장비
2024-01-29,670236891729125,0.7127903666101609,반도체와반도체장비
2024-01-30,670125527172218,-0.01661570084865449,반도체와반도체장비
2024-01-31,655585393024078,-2.169762762134453,반도체와반도체장비
2024-02-01,659150904188456,0.5438667795710117,반도체와반도체장비
2024-02-02,673946683214347,2.244672491818478,반도체와반도체장비
2024-02-05,665122253870481,-1.3093660913617744,반도체와반도체장비
2024-02-06,671772859708980,0.9999072801726072,반도체와반도체장비
2024-02-07,675581227813165,0.56691306431087,반도체와반도체장비
2024-02-08,677344305060010,0.26097191192715474,반도체와반도체장비
2024-01-02,27938919545020,,방송과엔터테인먼트
2024-01-03,27746848171825,-0.6874688653779271,방송과엔터테인먼트
2024-01-04,27777823715725,0.1116362612004762,방송과엔터테인먼트
2024-01-05,28368011435828,2.1246722786598227,방송과엔터테인먼트
2024-01-08,28368979962993,0.0034141524765995968,방송과엔터테인먼트
2024-01-09,28353461526383,-0.05470213109616262,방송과엔터테인먼트
2024-01-10,28221274548132,-0.46621107665461015,방송과엔터테인먼트
2024-01-11,28483587341104,0.9294859894602547,방송과엔터테인먼트
2024-01-12,27579150812914,-3.175290097272365,방송과엔터테인먼트
2024-01-15,26552450584821,-3.7227405406994762,방송과엔터테인먼트
2024-01-16,25881752772266,-2.525935639772592,방송과엔터테인먼트
2024-01-17,25447478866386,-1.6779153626154453,방송과엔터테인먼트
2024-01-18,25381396425851,-0.25968167959573574,방송과엔터테인먼트
2024-01-19,25530546855963,0.5876368171772173,방송과엔터테인먼트
2024-01-22,25520697541948,-0.038578546987522166,방송과엔터테인먼트
2024-01-23,25787894656362,1.0469820191035595,방송과엔터테인먼트
2024-01-24,25987906387705,0.775603181292106,방송과엔터테인먼트
2024-01-25,25538142018044,-1.73066796128597,방송과엔터테인먼트
2024-01-26,25707919774141,0.6648007360012365,방송과엔터테인먼트
2024-01-29,24578007313309,-4.3951921071752835,방송과엔터테인먼트
2024-01-30,24488747459856,-0.363169610600067,방송과엔터테인먼트
2024-01-31,24136637037563,-1.437845781497027,방송과엔터테인먼트
2024-02-01,23999795006939,-0.5669473771803268,방송과엔터테인먼트
2024-02-02,24466182712593,1.94329870533958,방송과엔터테인먼트
2024-02-05,24110923532007,-1.4520417212577463,방송과엔터테인먼트
2024-02-06,23963989259828,-0.6094095565603141,방송과엔터테인먼트
2024-02-07,24251645572811,1.2003690615285612,방송과엔터테인먼트
2024-02-08,24466297504980,0.8851025449986283,방송과엔터테인먼트
2024-01-02,15529017337685,,백화점과일반상점
2024-01-03,15421317534395,-0.6935390755771764,백화점과일반상점
2024-01-04,15228980224470,-1.247217103830589,백화점과일반상점
2024-01-05,15180247608250,-0.31999920875658283,백화점과일반상점
2024-01-08,15109658618770,-0.46500552100110504,백화점과일반상점
2024-01-09,15193675279320,0.5560460541817358,백화점과일반상점
2024-01-10,14994915293780,-1.3081758158312806,백화점과일반상점
2024-01-11,14810390830045,-1.2305802341647243,백화점과일반상점
2024-01-12,14921518252740,0.7503341672088881,백화점과일반상점
2024-01-15,14900951301600,-0.13783417204360493,백화점과일반상점
2024-01-16,14809062636200,-0.6166630810351958,백화점과일반상점
2024-01-17,14425026024000,-2.5932540204215315,백화점과일반상점
2024-01-18,14425383915860,0.0024810482796011613,백화점과일반상점
2024-01-19,14487710538715,0.4320621428069993,백화점과일반상점
2024-01-22,14761872545055,1.8923763392936888,백화점과일반상점
2024-01-23,14849623137720,0.5944407960248643,백화점과일반상점
2024-01-24,14788451420395,-0.4119412106130538,백화점과일반상점
2024-01-25,14830400312955,0.2836598056652928,백화점과일반상점
2024-01-26,14922954434110,0.6240837684883704,백화점과일반상점
2024-01-29,15582874530925,4.422181276025294,백화점과일반상점
2024-01-30,15486511529500,-0.6183904082251446,백화점과일반상점
2024-01-31,15576754265235,0.5827182936783304,백화점과일반상점
2024-02-01,15989691743390,2.6509853793907245,백화점과일반상점
2024-02-02,16281877637200,1.8273391288533558,백화점과일반상점
2024-02-05,16397987302215,0.7131220833506147,백화점과일반상점
2024-02-06,16148329381460,-1.5224912433081106,백화점과일반상점
2024-02-07,16406391383890,1.5980724465918028,백화점과일반상점
2024-02-08,16203910463435,-1.2341587843248902,백화점과일반상점
2024-01-02,64892157122155,,복합기업
2024-01-03,63844156536685,-1.6149880539449657,복합기업
2024-01-04,62859638401820,-1.5420645964666968,복합기업
2024-01-05,62297450160905,-0.8943548757333053,복합기업
2024-01-08,61743494066285,-0.8892115057505756,복합기업
2024-01-09,62027642589640,0.46020803916595465,복합기업
2024-01-10,61496867660805,-0.8557070794169563,복합기업
2024-01-11,60757969316880,-1.2015219181576886,복합기업
2024-01-12,60546959542185,-0.34729563391838747,복합기업
2024-01-15,60234780743465,-0.5155978121452853,복합기업
2024-01-16,59352108040070,-1.4653870944666192,복합기업
2024-01-17,57732790327920,-2.7283238382312613,복합기업
2024-01-18,57193800880640,-0.9335932738025687,복합기업
2024-01-19,57854760355810,1.155648802829834,복합기업
2024-01-22,57945009373315,0.1559923797971985,복합기업
2024-01-23,58678679116900,1.266148287004798,복합기업
2024-01-24,58482886103140,-0.3336697701901925,복합기업
2024-01-25,59404312662115,1.5755490543848616,복합기업
2024-01-26,59436036275860,0.05340287989770154,복합기업
2024-01-29,62932359593550,5.882497448959323,복합기업
2024-01-30,63949657586015,1.6164942789929304,복합기업
2024-01-31,67016325624720,4.795440905340587,복합기업
2024-02-01,72147303428045,7.656310243055708,복합기업
2024-02-02,72982992722795,1.1583098120686586,복합기업
2024-02-05,72675661272030,-0.42110009373321766,복합기업
2024-02-06,71829833780960,-1.1638387271138972,복합기업
2024-02-07,74797019266000,4.130853892949582,복합기업
2024-02-08,75063975250795,0.3569072503352366,복합기업
2024-01-02,287731788400,,복합유틸리티
2024-01-03,295836909200,2.8169014084507005,복합유틸리티
2024-01-04,292363286000,-1.1741682974559686,복합유틸리티
2024-01-05,294100097600,0.5940594059405946,복합유틸리티
2024-01-08,296994783600,0.9842519685039353,복합유틸리티
2024-01-09,305678841600,2.923976608187129,복합유틸리티
2024-01-10,315520774000,3.2196969696969724,복합유틸리티
2024-01-11,316678648400,0.3669724770642091,복합유틸리티
2024-01-12,310889276400,-1.8281535648994485,복합유틸리티
2024-01-15,315520774000,1.4897579143389184,복합유틸리티
2024-01-16,316678648400,0.3669724770642091,복합유틸리티
2024-01-17,310889276400,-1.8281535648994485,복합유틸리티
2024-01-18,312626088000,0.5586592178770999,복합유틸리티
2024-01-19,313783962400,0.37037037037037646,복합유틸리티
2024-01-22,314941836800,0.36900369003689537,복합유틸리티
2024-01-23,313783962400,-0.3676470588235281,복합유틸리티
2024-01-24,315520774000,0.5535055350553542,복합유틸리티
2024-01-25,316678648400,0.3669724770642091,복합유틸리티
2024-01-26,335783576000,6.032906764168189,복합유틸리티
2024-01-29,380361740400,13.275862068965516,복합유틸리티
2024-01-30,375151305600,-1.3698630136986356,복합유틸리티
2024-01-31,382098552000,1.85185185185186,복합유틸리티
2024-02-01,398308793600,4.2424242424242475,복합유틸리티
2024-02-02,398308793600,0.0,복합유틸리티
2024-02-05,392519421600,-1.4534883720930258,복합유틸리티
2024-02-06,383256426400,-2.359882005899705,복합유틸리티
2024-02-07,419729470000,9.5166163141994,복합유틸리티
2024-02-08,420887344400,0.2758620689655267,복합유틸리티
2024-01-02,8886138029009,,부동산
2024-01-03,8907968132924,0.2456646953236108,부동산
2024-01-04,8900200222632,-0.08720181949561923,부동산
2024-01-05,8848404339296,-0.5819631248776824,부동산
2024-01-08,8833477220114,-0.16869842979155836,부동산
2024-01-09,8880512366032,0.5324646766609709,부동산
2024-01-10,8875530598018,-0.056097754371187136,부동산
2024-01-11,8895538125386,0.2254234509931008,부동산
2024-01-12,8828228238355,-0.7566702101912348,부동산
2024-01-15,8788990286506,-0.44446009765047867,부동산
2024-01-16,8759086986567,-0.3402358970052699,부동산
2024-01-17,8681402543993,-0.8869011427005691,부동산
2024-01-18,8628227953831,-0.6125115140386383,부동산
2024-01-19,8636262536770,0.09311973422576614,부동산
2024-01-22,8633371066722,-0.03348057143572891,부동산
2024-01-23,8638647970190,0.0611221668479045,부동산
2024-01-24,8642148608123,0.04052298397942966,부동산
2024-01-25,8642964662062,0.009442720508556768,부동산
2024-01-26,8638794642717,-0.0482475574996144,부동산
2024-01-29,8656062819648,0.19989104551243475,부동산
2024-01-30,8664486900090,0.09732000122364415,부동산
2024-01-31,8652335018933,-0.14024928766265266,부동산
2024-02-01,8724792351581,0.8374309650452716,부동산
2024-02-02,8742397898703,0.2017875774293909,부동산
2024-02-05,8783997040018,0.4758321663804743,부동산
2024-02-06,8776385516980,-0.08665215850283126,부동산
2024-02-07,8759129662379,-0.19661687112096926,부동산
2024-02-08,8797295503701,0.4357264111059411,부동산
2024-01-02,18217120064761,,비철금속
2024-01-03,17994413583979,-1.2225120106267529,비철금속
2024-01-04,18123470988271,0.7172081695782762,비철금속
2024-01-05,18249560880652,0.6957270627828471,비철금속
2024-01-08,18170741254381,-0.43189875518903076,비철금속
2024-01-09,18212578445282,0.23024482224087706,비철금속
2024-01-10,18054134440318,-0.8699701991128239,비철금속
2024-01-11,17944843068706,-0.6053537042902124,비철금속
2024-01-12,17744440875309,-1.1167676007514449,비철금속
2024-01-15,17669912355739,-0.4200105266416454,비철금속
2024-01-16,17552099548653,-0.666742453013558,비철금속
2024-01-17,17091334944665,-2.6251252889194165,비철금속
2024-01-18,17106653147276,0.08962554803702005,비철금속
2024-01-19,17357486792786,1.466292929134072,비철금속
2024-01-22,17315091105789,-0.24425014694304803,비철금속
2024-01-23,17340636597890,0.14753310822868126,비철금속
2024-01-24,17324812786293,-0.09125277210945137,비철금속
2024-01-25,17390675483931,0.3801639789730249,비철금속
2024-01-26,17447163131049,0.32481571615889937,비철금속
2024-01-29,17551173242261,0.596143398389537,비철금속
2024-01-30,17599962446784,0.27798258184541513,비철금속
2024-01-31,17608337399236,0.04758505864612683,비철금속
2024-02-01,17676703040424,0.3882572195087919,비철금속
2024-02-02,17780220794602,0.5856168649847726,비철금속
2024-02-05,17611176965132,-0.9507408902442949,비철금속
2024-02-06,17342386655790,-1.5262484152772537,비철금속
2024-02-07,17550089175656,1.1976582231065347,비철금속
2024-02-08,17470578313378,-0.4530510442550373,비철금속
2024-01-02,331632954100,,사무용전자제품
2024-01-03,334656962800,0.911854103343468,사무용전자제품
2024-01-04,330624951200,-1.2048192771084376,사무용전자제품
2024-01-05,329616948300,-0.3048780487804881,사무용전자제품
2024-01-08,329112946850,-0.1529051987767538,사무용전자제품
2024-01-09,330624951200,0.45941807044409533,사무용전자제품
2024-01-10,331128952650,0.1524390243902385,사무용전자제품
2024-01-11,327600942500,-1.0654490106544956,사무용전자제품
2024-01-12,330624951200,0.9230769230769154,사무용전자제품
2024-01-15,329112946850,-0.45731707317072656,사무용전자제품
2024-01-16,330120949750,0.3062787136294043,사무용전자제품
2024-01-17,321552925100,-2.5954198473282397,사무용전자제품
2024-01-18,323064929450,0.4702194357366851,사무용전자제품
2024-01-19,325080935250,0.6240249609984483,사무용전자제품
2024-01-22,326088938150,0.31007751937983663,사무용전자제품
2024-01-23,327096941050,0.3091190108191588,사무용전자제품
